country,iso_code,year,hdi,suicide_rate,gdp_per_capita,log_gdp_per_capita,income_group,continent,data_quality_score,development_category,suicide_category,hdi_change_5yr,suicide_change_5yr,gdp_percentile,progress_paradox,regional_hdi_avg,regional_suicide_avg
Armenia,ARM,2010,0.739,5.5649999999999995,4291.837438532645,8.364470227574918,Lower-Middle,Asia,1,High Development,Medium Suicide Rate,,,0.42328042328042326,0,0.70825,6.558191489361703
Armenia,ARM,2019,0.789,5.5649999999999995,4291.837438532645,8.364470227574918,Lower-Middle,Asia,1,High Development,Medium Suicide Rate,,,0.42105263157894735,0,0.7496458333333332,6.599042553191489
Armenia,ARM,2020,0.769,5.6,4291.837438532645,8.364470227574918,Lower-Middle,Asia,0,High Development,Medium Suicide Rate,,,0.42408376963350786,0,0.7446666666666667,6.541276595744681
Armenia,ARM,2021,0.774,5.53,4291.837438532645,8.364470227574918,Lower-Middle,Asia,0,High Development,Medium Suicide Rate,,,0.42408376963350786,0,0.7436250000000001,6.5342553191489365
Armenia,ARM,2022,0.786,5.5649999999999995,4291.837438532645,8.364470227574918,Lower-Middle,Asia,1,High Development,Medium Suicide Rate,,,0.42408376963350786,0,0.7487291666666667,6.558191489361703
Armenia,ARM,2023,0.811,5.5649999999999995,4291.837438532645,8.364470227574918,Lower-Middle,Asia,1,Very High Development,Medium Suicide Rate,0.07200000000000006,0.0,0.42408376963350786,0,0.7632708333333333,6.558191489361703
American Samoa,ASM,2020,0.7192656249999999,8.46,,,,,1,High Development,Medium Suicide Rate,,,,0,,
American Samoa,ASM,2021,0.718375,8.04,,,,,1,High Development,Medium Suicide Rate,,,,0,,
Antigua and Barbuda,ATG,2010,0.808,1.435,17011.981287785093,9.741673156430824,Upper-Middle,America,1,Very High Development,Low Suicide Rate,,,0.7513227513227513,0,0.7357142857142858,8.610761904761905
Antigua and Barbuda,ATG,2019,0.831,1.435,17011.981287785093,9.741673156430824,Upper-Middle,America,1,Very High Development,Low Suicide Rate,,,0.7526315789473684,0,0.7643142857142857,8.798
Antigua and Barbuda,ATG,2020,0.82,1.49,17011.981287785093,9.741673156430824,Upper-Middle,America,0,Very High Development,Low Suicide Rate,,,0.7539267015706806,0,0.7560857142857144,8.526000000000002
Antigua and Barbuda,ATG,2021,0.819,1.38,17011.981287785093,9.741673156430824,Upper-Middle,America,0,Very High Development,Low Suicide Rate,,,0.7539267015706806,0,0.7537142857142857,8.508285714285714
Antigua and Barbuda,ATG,2022,0.826,1.435,17011.981287785093,9.741673156430824,Upper-Middle,America,1,Very High Development,Low Suicide Rate,,,0.7539267015706806,0,0.7609714285714286,8.610761904761905
Antigua and Barbuda,ATG,2023,0.851,1.435,17011.981287785093,9.741673156430824,Upper-Middle,America,1,Very High Development,Low Suicide Rate,0.04299999999999993,0.0,0.7539267015706806,0,0.7781428571428571,8.610761904761905
Australia,AUS,2010,0.924,12.864999999999998,59174.9250323034,10.988253167500154,High,Oceania,1,Very High Development,High Suicide Rate,,,0.9629629629629629,1,0.6748461538461539,13.822307692307692
Australia,AUS,2019,0.941,12.864999999999998,59174.9250323034,10.988253167500154,High,Oceania,1,Very High Development,High Suicide Rate,,,0.9631578947368421,1,0.7091428571428572,14.268928571428571
Australia,AUS,2020,0.948,12.87,59174.9250323034,10.988253167500154,High,Oceania,0,Very High Development,High Suicide Rate,,,0.9633507853403142,1,0.7095714285714285,14.304285714285713
Australia,AUS,2021,0.949,12.86,59174.9250323034,10.988253167500154,High,Oceania,0,Very High Development,High Suicide Rate,,,0.9633507853403142,1,0.709,14.233571428571429
Australia,AUS,2022,0.946,12.864999999999998,59174.9250323034,10.988253167500154,High,Oceania,1,Very High Development,High Suicide Rate,,,0.9633507853403142,1,0.7098571428571429,14.268928571428571
Australia,AUS,2023,0.958,12.864999999999998,59174.9250323034,10.988253167500154,High,Oceania,1,Very High Development,High Suicide Rate,0.03399999999999992,0.0,0.9633507853403142,1,0.7182142857142857,14.268928571428571
Austria,AUT,2010,0.903,14.629999999999999,45699.04219450495,10.729832618117912,High,Europe,1,Very High Development,High Suicide Rate,,,0.9312169312169312,1,0.8549268292682927,13.051958333333335
Austria,AUT,2019,0.92,14.629999999999999,45699.04219450495,10.729832618117912,High,Europe,1,Very High Development,High Suicide Rate,,,0.9315789473684211,1,0.8826341463414634,13.035874999999999
Austria,AUT,2020,0.916,14.92,45699.04219450495,10.729832618117912,High,Europe,0,Very High Development,High Suicide Rate,,,0.9319371727748691,1,0.8761219512195122,13.10725
Austria,AUT,2021,0.92,14.34,45699.04219450495,10.729832618117912,High,Europe,0,Very High Development,High Suicide Rate,,,0.9319371727748691,1,0.8782682926829268,13.012749999999999
Austria,AUT,2022,0.926,14.629999999999999,45699.04219450495,10.729832618117912,High,Europe,1,Very High Development,High Suicide Rate,,,0.9319371727748691,1,0.8828292682926828,13.051958333333335
Austria,AUT,2023,0.93,14.629999999999999,45699.04219450495,10.729832618117912,High,Europe,1,Very High Development,High Suicide Rate,0.027000000000000024,0.0,0.9319371727748691,1,0.8983658536585365,13.051958333333335
Azerbaijan,AZE,2010,0.733,2.49,5329.110062408816,8.58093953556611,Lower-Middle,Asia,1,High Development,Low Suicide Rate,,,0.47619047619047616,0,0.70825,6.558191489361703
Azerbaijan,AZE,2019,0.762,2.49,5329.110062408816,8.58093953556611,Lower-Middle,Asia,1,High Development,Low Suicide Rate,,,0.4789473684210526,0,0.7496458333333332,6.599042553191489
Azerbaijan,AZE,2020,0.722,2.48,5329.110062408816,8.58093953556611,Lower-Middle,Asia,0,High Development,Low Suicide Rate,,,0.4816753926701571,0,0.7446666666666667,6.541276595744681
Azerbaijan,AZE,2021,0.738,2.5,5329.110062408816,8.58093953556611,Lower-Middle,Asia,0,High Development,Low Suicide Rate,,,0.4816753926701571,0,0.7436250000000001,6.5342553191489365
Azerbaijan,AZE,2022,0.76,2.49,5329.110062408816,8.58093953556611,Lower-Middle,Asia,1,High Development,Low Suicide Rate,,,0.4816753926701571,0,0.7487291666666667,6.558191489361703
Azerbaijan,AZE,2023,0.789,2.49,5329.110062408816,8.58093953556611,Lower-Middle,Asia,1,High Development,Low Suicide Rate,0.05600000000000005,0.0,0.4816753926701571,0,0.7632708333333333,6.558191489361703
Burundi,BDI,2010,0.404,7.135,258.4220770660391,5.554594205820937,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.005291005291005291,0,0.5149807692307692,7.478653846153846
Burundi,BDI,2019,0.423,7.135,258.4220770660391,5.554594205820937,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.005263157894736842,0,0.5610192307692308,7.478653846153846
Burundi,BDI,2020,0.419,7.14,258.4220770660391,5.554594205820937,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.005235602094240838,0,0.5547735849056603,7.477358490566038
Burundi,BDI,2021,0.419,7.13,258.4220770660391,5.554594205820937,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.005235602094240838,0,0.5528867924528302,7.417169811320755
Burundi,BDI,2022,0.42,7.135,258.4220770660391,5.554594205820937,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.005235602094240838,0,0.5560377358490566,7.447264150943396
Burundi,BDI,2023,0.439,7.135,258.4220770660391,5.554594205820937,Low,Africa,1,Low Development,Medium Suicide Rate,0.034999999999999976,0.0,0.005235602094240838,0,0.578,7.447264150943396
Belgium,BEL,2010,0.913,16.615000000000002,42740.503514460965,10.66290230967555,High,Europe,1,Very High Development,Very High Suicide Rate,,,0.8994708994708994,1,0.8549268292682927,13.051958333333335
Belgium,BEL,2019,0.936,16.615000000000002,42740.503514460965,10.66290230967555,High,Europe,1,Very High Development,Very High Suicide Rate,,,0.9,1,0.8826341463414634,13.035874999999999
Belgium,BEL,2020,0.93,15.93,42740.503514460965,10.66290230967555,High,Europe,0,Very High Development,Very High Suicide Rate,,,0.900523560209424,1,0.8761219512195122,13.10725
Belgium,BEL,2021,0.938,17.3,42740.503514460965,10.66290230967555,High,Europe,0,Very High Development,Very High Suicide Rate,,,0.900523560209424,1,0.8782682926829268,13.012749999999999
Belgium,BEL,2022,0.942,16.615000000000002,42740.503514460965,10.66290230967555,High,Europe,1,Very High Development,Very High Suicide Rate,,,0.900523560209424,1,0.8828292682926828,13.051958333333335
Belgium,BEL,2023,0.951,16.615000000000002,42740.503514460965,10.66290230967555,High,Europe,1,Very High Development,Very High Suicide Rate,0.03799999999999992,0.0,0.900523560209424,1,0.8983658536585365,13.051958333333335
Benin,BEN,2010,0.481,5.35,1141.441114743784,7.040046878781859,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.14285714285714285,0,0.5149807692307692,7.478653846153846
Benin,BEN,2019,0.506,5.35,1141.441114743784,7.040046878781859,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.14210526315789473,0,0.5610192307692308,7.478653846153846
Benin,BEN,2020,0.501,5.38,1141.441114743784,7.040046878781859,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.14659685863874344,0,0.5547735849056603,7.477358490566038
Benin,BEN,2021,0.502,5.32,1141.441114743784,7.040046878781859,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.14659685863874344,0,0.5528867924528302,7.417169811320755
Benin,BEN,2022,0.504,5.35,1141.441114743784,7.040046878781859,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.14659685863874344,0,0.5560377358490566,7.447264150943396
Benin,BEN,2023,0.515,5.35,1141.441114743784,7.040046878781859,Low,Africa,1,Low Development,Medium Suicide Rate,0.03400000000000003,0.0,0.14659685863874344,0,0.578,7.447264150943396
Burkina Faso,BFA,2010,0.372,6.58,722.0384341543958,6.582078370376831,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.06349206349206349,0,0.5149807692307692,7.478653846153846
Burkina Faso,BFA,2019,0.446,6.58,722.0384341543958,6.582078370376831,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.06315789473684211,0,0.5610192307692308,7.478653846153846
Burkina Faso,BFA,2020,0.446,6.6,722.0384341543958,6.582078370376831,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.06806282722513089,0,0.5547735849056603,7.477358490566038
Burkina Faso,BFA,2021,0.445,6.56,722.0384341543958,6.582078370376831,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.06806282722513089,0,0.5528867924528302,7.417169811320755
Burkina Faso,BFA,2022,0.438,6.58,722.0384341543958,6.582078370376831,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.06806282722513089,0,0.5560377358490566,7.447264150943396
Burkina Faso,BFA,2023,0.459,6.58,722.0384341543958,6.582078370376831,Low,Africa,1,Low Development,Medium Suicide Rate,0.08700000000000002,0.0,0.06806282722513089,0,0.578,7.447264150943396
Bangladesh,BGD,2010,0.558,3.685,1627.5108161614378,7.3948070199355636,Low,Asia,1,Medium Development,Low Suicide Rate,,,0.21164021164021163,0,0.70825,6.558191489361703
Bangladesh,BGD,2019,0.646,3.685,1627.5108161614378,7.3948070199355636,Low,Asia,1,Medium Development,Low Suicide Rate,,,0.21052631578947367,0,0.7496458333333332,6.599042553191489
Bangladesh,BGD,2020,0.657,3.7,1627.5108161614378,7.3948070199355636,Low,Asia,0,Medium Development,Low Suicide Rate,,,0.21465968586387435,0,0.7446666666666667,6.541276595744681
Bangladesh,BGD,2021,0.662,3.67,1627.5108161614378,7.3948070199355636,Low,Asia,0,Medium Development,Low Suicide Rate,,,0.21465968586387435,0,0.7436250000000001,6.5342553191489365
Bangladesh,BGD,2022,0.67,3.685,1627.5108161614378,7.3948070199355636,Low,Asia,1,Medium Development,Low Suicide Rate,,,0.21465968586387435,0,0.7487291666666667,6.558191489361703
Bangladesh,BGD,2023,0.685,3.685,1627.5108161614378,7.3948070199355636,Low,Asia,1,Medium Development,Low Suicide Rate,0.127,0.0,0.21465968586387435,0,0.7632708333333333,6.558191489361703
Bulgaria,BGR,2010,0.79,13.375,8815.414857440772,9.084257156395092,Upper-Middle,Europe,1,High Development,High Suicide Rate,,,0.6137566137566137,1,0.8549268292682927,13.051958333333335
Bulgaria,BGR,2019,0.813,13.375,8815.414857440772,9.084257156395092,Upper-Middle,Europe,1,Very High Development,High Suicide Rate,,,0.6157894736842106,1,0.8826341463414634,13.035874999999999
Bulgaria,BGR,2020,0.802,13.45,8815.414857440772,9.084257156395092,Upper-Middle,Europe,0,Very High Development,High Suicide Rate,,,0.6178010471204188,1,0.8761219512195122,13.10725
Bulgaria,BGR,2021,0.796,13.3,8815.414857440772,9.084257156395092,Upper-Middle,Europe,0,High Development,High Suicide Rate,,,0.6178010471204188,1,0.8782682926829268,13.012749999999999
Bulgaria,BGR,2022,0.799,13.375,8815.414857440772,9.084257156395092,Upper-Middle,Europe,1,High Development,High Suicide Rate,,,0.6178010471204188,1,0.8828292682926828,13.051958333333335
Bulgaria,BGR,2023,0.845,13.375,8815.414857440772,9.084257156395092,Upper-Middle,Europe,1,Very High Development,High Suicide Rate,0.05499999999999994,0.0,0.6178010471204188,1,0.8983658536585365,13.051958333333335
Bahrain,BHR,2010,0.807,4.295,24368.313234096808,10.101038929373438,High,Asia,1,Very High Development,Low Suicide Rate,,,0.8148148148148148,0,0.70825,6.558191489361703
Bahrain,BHR,2019,0.888,4.295,24368.313234096808,10.101038929373438,High,Asia,1,Very High Development,Low Suicide Rate,,,0.8157894736842105,0,0.7496458333333332,6.599042553191489
Bahrain,BHR,2020,0.884,4.31,24368.313234096808,10.101038929373438,High,Asia,0,Very High Development,Low Suicide Rate,,,0.8167539267015707,0,0.7446666666666667,6.541276595744681
Bahrain,BHR,2021,0.884,4.28,24368.313234096808,10.101038929373438,High,Asia,0,Very High Development,Low Suicide Rate,,,0.8167539267015707,0,0.7436250000000001,6.5342553191489365
Bahrain,BHR,2022,0.888,4.295,24368.313234096808,10.101038929373438,High,Asia,1,Very High Development,Low Suicide Rate,,,0.8167539267015707,0,0.7487291666666667,6.558191489361703
Bahrain,BHR,2023,0.899,4.295,24368.313234096808,10.101038929373438,High,Asia,1,Very High Development,Low Suicide Rate,0.09199999999999997,0.0,0.8167539267015707,0,0.7632708333333333,6.558191489361703
Bahamas,BHS,2010,0.8,2.61,29749.50440401837,10.30056775214656,High,America,1,Very High Development,Low Suicide Rate,,,0.8465608465608465,0,0.7357142857142858,8.610761904761905
Bahamas,BHS,2019,0.802,2.61,29749.50440401837,10.30056775214656,High,America,1,Very High Development,Low Suicide Rate,,,0.8473684210526315,0,0.7643142857142857,8.798
Bahamas,BHS,2020,0.798,2.61,29749.50440401837,10.30056775214656,High,America,0,High Development,Low Suicide Rate,,,0.8481675392670157,0,0.7560857142857144,8.526000000000002
Bahamas,BHS,2021,0.799,2.61,29749.50440401837,10.30056775214656,High,America,0,High Development,Low Suicide Rate,,,0.8481675392670157,0,0.7537142857142857,8.508285714285714
Bahamas,BHS,2022,0.82,2.61,29749.50440401837,10.30056775214656,High,America,1,Very High Development,Low Suicide Rate,,,0.8481675392670157,0,0.7609714285714286,8.610761904761905
Bahamas,BHS,2023,0.82,2.61,29749.50440401837,10.30056775214656,High,America,1,Very High Development,Low Suicide Rate,0.019999999999999907,0.0,0.8481675392670157,0,0.7781428571428571,8.610761904761905
Bosnia and Herzegovina,BIH,2010,0.718,11.11,5751.347308944572,8.657189420943075,Lower-Middle,Europe,1,High Development,High Suicide Rate,,,0.48677248677248675,0,0.8549268292682927,13.051958333333335
Bosnia and Herzegovina,BIH,2019,0.78,11.11,5751.347308944572,8.657189420943075,Lower-Middle,Europe,1,High Development,High Suicide Rate,,,0.48947368421052634,1,0.8826341463414634,13.035874999999999
Bosnia and Herzegovina,BIH,2020,0.776,11.52,5751.347308944572,8.657189420943075,Lower-Middle,Europe,0,High Development,High Suicide Rate,,,0.49214659685863876,1,0.8761219512195122,13.10725
Bosnia and Herzegovina,BIH,2021,0.776,10.7,5751.347308944572,8.657189420943075,Lower-Middle,Europe,0,High Development,High Suicide Rate,,,0.49214659685863876,1,0.8782682926829268,13.012749999999999
Bosnia and Herzegovina,BIH,2022,0.779,11.11,5751.347308944572,8.657189420943075,Lower-Middle,Europe,1,High Development,High Suicide Rate,,,0.49214659685863876,1,0.8828292682926828,13.051958333333335
Bosnia and Herzegovina,BIH,2023,0.804,11.11,5751.347308944572,8.657189420943075,Lower-Middle,Europe,1,Very High Development,High Suicide Rate,0.08600000000000008,0.0,0.49214659685863876,1,0.8983658536585365,13.051958333333335
Belarus,BLR,2010,0.79,20.29,6269.997382956399,8.743531216235555,Lower-Middle,Europe,1,High Development,Very High Suicide Rate,,,0.5238095238095238,1,0.8549268292682927,13.051958333333335
Belarus,BLR,2019,0.81,20.29,6269.997382956399,8.743531216235555,Lower-Middle,Europe,1,Very High Development,Very High Suicide Rate,,,0.5263157894736842,1,0.8826341463414634,13.035874999999999
Belarus,BLR,2020,0.8,20.14,6269.997382956399,8.743531216235555,Lower-Middle,Europe,0,Very High Development,Very High Suicide Rate,,,0.5287958115183246,1,0.8761219512195122,13.10725
Belarus,BLR,2021,0.801,20.44,6269.997382956399,8.743531216235555,Lower-Middle,Europe,0,Very High Development,Very High Suicide Rate,,,0.5287958115183246,1,0.8782682926829268,13.012749999999999
Belarus,BLR,2022,0.801,20.29,6269.997382956399,8.743531216235555,Lower-Middle,Europe,1,Very High Development,Very High Suicide Rate,,,0.5287958115183246,1,0.8828292682926828,13.051958333333335
Belarus,BLR,2023,0.824,20.29,6269.997382956399,8.743531216235555,Lower-Middle,Europe,1,Very High Development,Very High Suicide Rate,0.03399999999999992,0.0,0.5287958115183246,1,0.8983658536585365,13.051958333333335
Belize,BLZ,2010,0.72,5.0600000000000005,5742.746890584008,8.655692927210499,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.48148148148148145,0,0.7357142857142858,8.610761904761905
Belize,BLZ,2019,0.718,5.0600000000000005,5742.746890584008,8.655692927210499,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.4842105263157895,0,0.7643142857142857,8.798
Belize,BLZ,2020,0.705,5.03,5742.746890584008,8.655692927210499,Lower-Middle,America,0,High Development,Medium Suicide Rate,,,0.4869109947643979,0,0.7560857142857144,8.526000000000002
Belize,BLZ,2021,0.698,5.09,5742.746890584008,8.655692927210499,Lower-Middle,America,0,Medium Development,Medium Suicide Rate,,,0.4869109947643979,0,0.7537142857142857,8.508285714285714
Belize,BLZ,2022,0.7,5.0600000000000005,5742.746890584008,8.655692927210499,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.4869109947643979,0,0.7609714285714286,8.610761904761905
Belize,BLZ,2023,0.721,5.0600000000000005,5742.746890584008,8.655692927210499,Lower-Middle,America,1,High Development,Medium Suicide Rate,0.0010000000000000009,0.0,0.4869109947643979,0,0.7781428571428571,8.610761904761905
Bermuda,BMU,2020,0.7192656249999999,3.72,,,,,1,High Development,Low Suicide Rate,,,,0,,
Bermuda,BMU,2021,0.718375,3.99,,,,,1,High Development,Low Suicide Rate,,,,0,,
Bolivia,BOL,2010,0.661,5.54,3148.045339935347,8.054537012208463,Lower-Middle,America,1,Medium Development,Medium Suicide Rate,,,0.32275132275132273,0,0.7357142857142858,8.610761904761905
Bolivia,BOL,2019,0.715,5.54,3148.045339935347,8.054537012208463,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.32105263157894737,0,0.7643142857142857,8.798
Bolivia,BOL,2020,0.691,5.55,3148.045339935347,8.054537012208463,Lower-Middle,America,0,Medium Development,Medium Suicide Rate,,,0.32460732984293195,0,0.7560857142857144,8.526000000000002
Bolivia,BOL,2021,0.691,5.53,3148.045339935347,8.054537012208463,Lower-Middle,America,0,Medium Development,Medium Suicide Rate,,,0.32460732984293195,0,0.7537142857142857,8.508285714285714
Bolivia,BOL,2022,0.698,5.54,3148.045339935347,8.054537012208463,Lower-Middle,America,1,Medium Development,Medium Suicide Rate,,,0.32460732984293195,0,0.7609714285714286,8.610761904761905
Bolivia,BOL,2023,0.733,5.54,3148.045339935347,8.054537012208463,Lower-Middle,America,1,High Development,Medium Suicide Rate,0.07199999999999995,0.0,0.32460732984293195,0,0.7781428571428571,8.610761904761905
Brazil,BRA,2010,0.722,7.765000000000001,8752.020504484579,9.07703986749318,Upper-Middle,America,1,High Development,Medium Suicide Rate,,,0.6084656084656085,0,0.7357142857142858,8.610761904761905
Brazil,BRA,2019,0.764,7.765000000000001,8752.020504484579,9.07703986749318,Upper-Middle,America,1,High Development,Medium Suicide Rate,,,0.6105263157894737,0,0.7643142857142857,8.798
Brazil,BRA,2020,0.758,7.75,8752.020504484579,9.07703986749318,Upper-Middle,America,0,High Development,Medium Suicide Rate,,,0.612565445026178,0,0.7560857142857144,8.526000000000002
