country,iso_code,year,hdi,suicide_rate,gdp_per_capita,log_gdp_per_capita,income_group,continent,data_quality_score,development_category,suicide_category,hdi_change_5yr,suicide_change_5yr,gdp_percentile,progress_paradox,regional_hdi_avg,regional_suicide_avg
Antigua and Barbuda,ATG,2020,0.82,1.49,17011.981287785093,9.741673156430824,Upper-Middle,America,0,Very High Development,Low Suicide Rate,,,0.8717948717948718,0,0.7478387096774194,6.880967741935484
Antigua and Barbuda,ATG,2022,0.826,1.38,17011.981287785093,9.741673156430824,Upper-Middle,America,1,Very High Development,Low Suicide Rate,,,0.8742138364779874,0,0.7529032258064516,6.940967741935483
Antigua and Barbuda,ATG,2023,0.851,1.38,17011.981287785093,9.741673156430824,Upper-Middle,America,1,Very High Development,Low Suicide Rate,,,0.8709677419354839,0,0.7696774193548387,6.940967741935483
Azerbaijan,AZE,2019,0.762,2.48,5329.110062408816,8.58093953556611,Lower-Middle,Asia,1,High Development,Low Suicide Rate,,,0.5081967213114754,0,0.736551724137931,6.4351724137931035
Azerbaijan,AZE,2022,0.76,2.5,5329.110062408816,8.58093953556611,Lower-Middle,Asia,1,High Development,Low Suicide Rate,,,0.5660377358490566,0,0.7232857142857143,6.243333333333332
Azerbaijan,AZE,2023,0.789,2.5,5329.110062408816,8.58093953556611,Lower-Middle,Asia,1,High Development,Low Suicide Rate,,,0.5548387096774193,0,0.7436499999999999,6.434
Burundi,BDI,2019,0.423,7.14,258.4220770660391,5.554594205820937,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.00819672131147541,0,0.5559714285714286,6.718
Burundi,BDI,2020,0.419,7.14,258.4220770660391,5.554594205820937,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.00641025641025641,0,0.55962,7.2274
Burundi,BDI,2022,0.42,7.13,258.4220770660391,5.554594205820937,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.006289308176100629,0,0.5567115384615384,7.16423076923077
Burundi,BDI,2023,0.439,7.13,258.4220770660391,5.554594205820937,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.0064516129032258064,0,0.5748,6.891
Benin,BEN,2019,0.506,5.38,1141.441114743784,7.040046878781859,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.1557377049180328,0,0.5559714285714286,6.718
Benin,BEN,2020,0.501,5.38,1141.441114743784,7.040046878781859,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.16025641025641027,0,0.55962,7.2274
Benin,BEN,2022,0.504,5.32,1141.441114743784,7.040046878781859,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.16981132075471697,0,0.5567115384615384,7.16423076923077
Benin,BEN,2023,0.515,5.32,1141.441114743784,7.040046878781859,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.17419354838709677,0,0.5748,6.891
Burkina Faso,BFA,2020,0.446,6.6,722.0384341543958,6.582078370376831,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.07051282051282051,0,0.55962,7.2274
Burkina Faso,BFA,2022,0.438,6.56,722.0384341543958,6.582078370376831,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.08176100628930817,0,0.5567115384615384,7.16423076923077
Burkina Faso,BFA,2023,0.459,6.56,722.0384341543958,6.582078370376831,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.08387096774193549,0,0.5748,6.891
Bangladesh,BGD,2020,0.657,3.7,1627.5108161614378,7.3948070199355636,Low,Asia,0,Medium Development,Low Suicide Rate,,,0.24358974358974358,0,0.7196097560975611,6.323170731707317
Bangladesh,BGD,2022,0.67,3.67,1627.5108161614378,7.3948070199355636,Low,Asia,1,Medium Development,Low Suicide Rate,,,0.25157232704402516,0,0.7232857142857143,6.243333333333332
Bangladesh,BGD,2023,0.685,3.67,1627.5108161614378,7.3948070199355636,Low,Asia,1,Medium Development,Low Suicide Rate,,,0.25806451612903225,0,0.7436499999999999,6.434
Bulgaria,BGR,2019,0.813,13.45,8815.414857440772,9.084257156395092,Upper-Middle,Europe,1,Very High Development,High Suicide Rate,,,0.680327868852459,1,0.858095238095238,12.876428571428571
Bulgaria,BGR,2020,0.802,13.45,8815.414857440772,9.084257156395092,Upper-Middle,Europe,0,Very High Development,High Suicide Rate,,,0.717948717948718,1,0.8437391304347825,12.900652173913045
Bulgaria,BGR,2022,0.799,13.3,8815.414857440772,9.084257156395092,Upper-Middle,Europe,1,High Development,High Suicide Rate,,,0.7232704402515723,1,0.8485217391304348,12.843478260869563
Bulgaria,BGR,2023,0.845,13.3,8815.414857440772,9.084257156395092,Upper-Middle,Europe,1,Very High Development,High Suicide Rate,,,0.7161290322580646,1,0.8680434782608696,12.843478260869563
Bahrain,BHR,2020,0.884,4.31,24368.313234096808,10.101038929373438,High,Asia,0,Very High Development,Low Suicide Rate,,,0.9423076923076923,0,0.7196097560975611,6.323170731707317
Bahrain,BHR,2022,0.888,4.28,24368.313234096808,10.101038929373438,High,Asia,1,Very High Development,Low Suicide Rate,,,0.9433962264150944,0,0.7232857142857143,6.243333333333332
Bahrain,BHR,2023,0.899,4.28,24368.313234096808,10.101038929373438,High,Asia,1,Very High Development,Low Suicide Rate,,,0.9419354838709677,0,0.7436499999999999,6.434
Bahamas,BHS,2019,0.802,2.61,29749.50440401837,10.30056775214656,High,America,1,Very High Development,Low Suicide Rate,,,0.9754098360655737,0,0.7650357142857143,6.881428571428572
Bahamas,BHS,2020,0.798,2.61,29749.50440401837,10.30056775214656,High,America,0,High Development,Low Suicide Rate,,,0.9807692307692307,0,0.7478387096774194,6.880967741935484
Bahamas,BHS,2021,0.799,2.61,29749.50440401837,10.30056775214656,High,America,0,High Development,Low Suicide Rate,,,1.0,0,0.7095,3.255
Bahamas,BHS,2022,0.82,2.61,29749.50440401837,10.30056775214656,High,America,1,Very High Development,Low Suicide Rate,,,0.9811320754716981,0,0.7529032258064516,6.940967741935483
Bahamas,BHS,2023,0.82,2.61,29749.50440401837,10.30056775214656,High,America,1,Very High Development,Low Suicide Rate,,,0.9806451612903225,0,0.7696774193548387,6.940967741935483
Bosnia and Herzegovina,BIH,2020,0.776,11.52,5751.347308944572,8.657189420943075,Lower-Middle,Europe,0,High Development,High Suicide Rate,,,0.5705128205128205,1,0.8437391304347825,12.900652173913045
Bosnia and Herzegovina,BIH,2022,0.779,10.7,5751.347308944572,8.657189420943075,Lower-Middle,Europe,1,High Development,High Suicide Rate,,,0.5786163522012578,1,0.8485217391304348,12.843478260869563
Bosnia and Herzegovina,BIH,2023,0.804,10.7,5751.347308944572,8.657189420943075,Lower-Middle,Europe,1,Very High Development,High Suicide Rate,,,0.567741935483871,1,0.8680434782608696,12.843478260869563
Belarus,BLR,2019,0.81,20.14,6269.997382956399,8.743531216235555,Lower-Middle,Europe,1,Very High Development,Very High Suicide Rate,,,0.5655737704918032,1,0.858095238095238,12.876428571428571
Belarus,BLR,2020,0.8,20.14,6269.997382956399,8.743531216235555,Lower-Middle,Europe,0,Very High Development,Very High Suicide Rate,,,0.6217948717948718,1,0.8437391304347825,12.900652173913045
Belarus,BLR,2022,0.801,20.44,6269.997382956399,8.743531216235555,Lower-Middle,Europe,1,Very High Development,Very High Suicide Rate,,,0.6289308176100629,1,0.8485217391304348,12.843478260869563
Belarus,BLR,2023,0.824,20.44,6269.997382956399,8.743531216235555,Lower-Middle,Europe,1,Very High Development,Very High Suicide Rate,,,0.6193548387096774,1,0.8680434782608696,12.843478260869563
Belize,BLZ,2019,0.718,5.03,5742.746890584008,8.655692927210499,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.5163934426229508,0,0.7650357142857143,6.881428571428572
Belize,BLZ,2020,0.705,5.03,5742.746890584008,8.655692927210499,Lower-Middle,America,0,High Development,Medium Suicide Rate,,,0.5641025641025641,0,0.7478387096774194,6.880967741935484
Belize,BLZ,2022,0.7,5.09,5742.746890584008,8.655692927210499,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.5723270440251572,0,0.7529032258064516,6.940967741935483
Belize,BLZ,2023,0.721,5.09,5742.746890584008,8.655692927210499,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.5612903225806452,0,0.7696774193548387,6.940967741935483
Bolivia,BOL,2019,0.715,5.55,3148.045339935347,8.054537012208463,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.3114754098360656,0,0.7650357142857143,6.881428571428572
Bolivia,BOL,2020,0.691,5.55,3148.045339935347,8.054537012208463,Lower-Middle,America,0,Medium Development,Medium Suicide Rate,,,0.3717948717948718,0,0.7478387096774194,6.880967741935484
Bolivia,BOL,2022,0.698,5.53,3148.045339935347,8.054537012208463,Lower-Middle,America,1,Medium Development,Medium Suicide Rate,,,0.37735849056603776,0,0.7529032258064516,6.940967741935483
Bolivia,BOL,2023,0.733,5.53,3148.045339935347,8.054537012208463,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.3741935483870968,0,0.7696774193548387,6.940967741935483
Brazil,BRA,2019,0.764,7.75,8752.020504484579,9.07703986749318,Upper-Middle,America,1,High Development,Medium Suicide Rate,,,0.6721311475409836,1,0.7650357142857143,6.881428571428572
Brazil,BRA,2020,0.758,7.75,8752.020504484579,9.07703986749318,Upper-Middle,America,0,High Development,Medium Suicide Rate,,,0.7115384615384616,1,0.7478387096774194,6.880967741935484
Brazil,BRA,2022,0.76,7.78,8752.020504484579,9.07703986749318,Upper-Middle,America,1,High Development,Medium Suicide Rate,,,0.7169811320754716,1,0.7529032258064516,6.940967741935483
Brazil,BRA,2023,0.786,7.78,8752.020504484579,9.07703986749318,Upper-Middle,America,1,High Development,Medium Suicide Rate,,,0.7096774193548387,1,0.7696774193548387,6.940967741935483
Barbados,BRB,2019,0.806,4.79,17853.124171119747,9.789933795485084,Upper-Middle,America,1,Very High Development,Low Suicide Rate,,,0.8770491803278688,0,0.7650357142857143,6.881428571428572
Barbados,BRB,2020,0.803,4.79,17853.124171119747,9.789933795485084,Upper-Middle,America,0,Very High Development,Low Suicide Rate,,,0.8910256410256411,0,0.7478387096774194,6.880967741935484
Barbados,BRB,2022,0.809,4.67,17853.124171119747,9.789933795485084,Upper-Middle,America,1,Very High Development,Low Suicide Rate,,,0.8930817610062893,0,0.7529032258064516,6.940967741935483
Barbados,BRB,2023,0.811,4.67,17853.124171119747,9.789933795485084,Upper-Middle,America,1,Very High Development,Low Suicide Rate,,,0.8903225806451613,0,0.7696774193548387,6.940967741935483
Brunei,BRN,2019,0.827,4.33,29403.55065050512,10.288870716459956,High,Asia,1,Very High Development,Low Suicide Rate,,,0.9672131147540983,0,0.736551724137931,6.4351724137931035
Brunei,BRN,2020,0.827,4.33,29403.55065050512,10.288870716459956,High,Asia,0,Very High Development,Low Suicide Rate,,,0.9743589743589743,0,0.7196097560975611,6.323170731707317
Brunei,BRN,2022,0.823,4.05,29403.55065050512,10.288870716459956,High,Asia,1,Very High Development,Low Suicide Rate,,,0.9748427672955975,0,0.7232857142857143,6.243333333333332
Brunei,BRN,2023,0.837,4.05,29403.55065050512,10.288870716459956,High,Asia,1,Very High Development,Low Suicide Rate,,,0.9741935483870968,0,0.7436499999999999,6.434
Bhutan,BTN,2020,0.675,5.74,3283.1994209410136,8.096573659166074,Lower-Middle,Asia,0,Medium Development,Medium Suicide Rate,,,0.391025641025641,0,0.7196097560975611,6.323170731707317
Bhutan,BTN,2022,0.681,5.75,3283.1994209410136,8.096573659166074,Lower-Middle,Asia,1,Medium Development,Medium Suicide Rate,,,0.39622641509433965,0,0.7232857142857143,6.243333333333332
Bhutan,BTN,2023,0.698,5.75,3283.1994209410136,8.096573659166074,Lower-Middle,Asia,1,Medium Development,Medium Suicide Rate,,,0.3870967741935484,0,0.7436499999999999,6.434
Botswana,BWA,2019,0.703,9.76,6821.064797220944,8.827770867275474,Lower-Middle,Africa,1,High Development,Medium Suicide Rate,,,0.5983606557377049,0,0.5559714285714286,6.718
Botswana,BWA,2020,0.701,9.76,6821.064797220944,8.827770867275474,Lower-Middle,Africa,0,High Development,Medium Suicide Rate,,,0.6474358974358975,0,0.55962,7.2274
Botswana,BWA,2022,0.708,9.72,6821.064797220944,8.827770867275474,Lower-Middle,Africa,1,High Development,Medium Suicide Rate,,,0.6540880503144654,0,0.5567115384615384,7.16423076923077
Botswana,BWA,2023,0.731,9.72,6821.064797220944,8.827770867275474,Lower-Middle,Africa,1,High Development,Medium Suicide Rate,,,0.6451612903225806,1,0.5748,6.891
Central African Republic,CAF,2019,0.391,11.74,398.1232264201741,5.986761571484917,Low,Africa,1,Low Development,High Suicide Rate,,,0.01639344262295082,0,0.5559714285714286,6.718
Central African Republic,CAF,2020,0.389,11.74,398.1232264201741,5.986761571484917,Low,Africa,0,Low Development,High Suicide Rate,,,0.01282051282051282,0,0.55962,7.2274
Central African Republic,CAF,2022,0.387,11.64,398.1232264201741,5.986761571484917,Low,Africa,1,Low Development,High Suicide Rate,,,0.012578616352201259,0,0.5567115384615384,7.16423076923077
Central African Republic,CAF,2023,0.414,11.64,398.1232264201741,5.986761571484917,Low,Africa,1,Low Development,High Suicide Rate,,,0.012903225806451613,0,0.5748,6.891
Chile,CHL,2019,0.859,10.41,13681.448949055864,9.523796102896345,Upper-Middle,America,1,Very High Development,High Suicide Rate,,,0.7786885245901639,1,0.7650357142857143,6.881428571428572
Chile,CHL,2020,0.849,10.41,13681.448949055864,9.523796102896345,Upper-Middle,America,0,Very High Development,High Suicide Rate,,,0.8141025641025641,1,0.7478387096774194,6.880967741935484
Chile,CHL,2022,0.86,10.61,13681.448949055864,9.523796102896345,Upper-Middle,America,1,Very High Development,High Suicide Rate,,,0.8176100628930818,1,0.7529032258064516,6.940967741935483
Chile,CHL,2023,0.878,10.61,13681.448949055864,9.523796102896345,Upper-Middle,America,1,Very High Development,High Suicide Rate,,,0.8129032258064516,1,0.7696774193548387,6.940967741935483
China,CHN,2020,0.781,9.04,10805.788872320349,9.287837276208364,Upper-Middle,Asia,0,High Development,Medium Suicide Rate,,,0.7628205128205128,1,0.7196097560975611,6.323170731707317
China,CHN,2022,0.788,9.17,10805.788872320349,9.287837276208364,Upper-Middle,Asia,1,High Development,Medium Suicide Rate,,,0.7672955974842768,1,0.7232857142857143,6.243333333333332
China,CHN,2023,0.797,9.17,10805.788872320349,9.287837276208364,Upper-Middle,Asia,1,High Development,Medium Suicide Rate,,,0.7612903225806451,1,0.7436499999999999,6.434
Ivory Coast,CIV,2020,0.53,7.13,2107.016532991279,7.653028260470736,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.30128205128205127,0,0.55962,7.2274
Ivory Coast,CIV,2022,0.534,7.05,2107.016532991279,7.653028260470736,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.3081761006289308,0,0.5567115384615384,7.16423076923077
Ivory Coast,CIV,2023,0.582,7.05,2107.016532991279,7.653028260470736,Low,Africa,1,Medium Development,Medium Suicide Rate,,,0.3096774193548387,0,0.5748,6.891
Cameroon,CMR,2020,0.585,7.2,1453.618899336538,7.281811518742444,Low,Africa,0,Medium Development,Medium Suicide Rate,,,0.21794871794871795,0,0.55962,7.2274
Cameroon,CMR,2022,0.587,7.16,1453.618899336538,7.281811518742444,Low,Africa,1,Medium Development,Medium Suicide Rate,,,0.22641509433962265,0,0.5567115384615384,7.16423076923077
Cameroon,CMR,2023,0.588,7.16,1453.618899336538,7.281811518742444,Low,Africa,1,Medium Development,Medium Suicide Rate,,,0.23225806451612904,0,0.5748,6.891
DR Congo,COD,2019,0.476,8.08,483.90296886544473,6.181884409067587,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.03278688524590164,0,0.5559714285714286,6.718
DR Congo,COD,2020,0.477,8.08,483.90296886544473,6.181884409067587,Low,Africa,0,Low Development,Medium Suicide Rate,,,0.02564102564102564,0,0.55962,7.2274
DR Congo,COD,2022,0.481,8.12,483.90296886544473,6.181884409067587,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.031446540880503145,0,0.5567115384615384,7.16423076923077
DR Congo,COD,2023,0.522,8.12,483.90296886544473,6.181884409067587,Low,Africa,1,Low Development,Medium Suicide Rate,,,0.03225806451612903,0,0.5748,6.891
Republic of the Congo,COG,2019,0.596,9.56,1781.7540391942428,7.485353573360885,Low,Africa,1,Medium Development,Medium Suicide Rate,,,0.22950819672131148,0,0.5559714285714286,6.718
Republic of the Congo,COG,2020,0.598,9.56,1781.7540391942428,7.485353573360885,Low,Africa,0,Medium Development,Medium Suicide Rate,,,0.26282051282051283,0,0.55962,7.2274
Republic of the Congo,COG,2022,0.593,9.57,1781.7540391942428,7.485353573360885,Low,Africa,1,Medium Development,Medium Suicide Rate,,,0.27044025157232704,0,0.5567115384615384,7.16423076923077
Colombia,COL,2019,0.768,6.77,6399.872076388859,8.764033281083758,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.5737704918032787,0,0.7650357142857143,6.881428571428572
Colombia,COL,2020,0.756,6.77,6399.872076388859,8.764033281083758,Lower-Middle,America,0,High Development,Medium Suicide Rate,,,0.6282051282051282,0,0.7478387096774194,6.880967741935484
Colombia,COL,2022,0.758,6.74,6399.872076388859,8.764033281083758,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.6352201257861635,0,0.7529032258064516,6.940967741935483
Colombia,COL,2023,0.788,6.74,6399.872076388859,8.764033281083758,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.6258064516129033,0,0.7696774193548387,6.940967741935483
Comoros,COM,2020,0.588,6.28,1456.4988169862852,7.283790764168665,Low,Africa,0,Medium Development,Medium Suicide Rate,,,0.22435897435897437,0,0.55962,7.2274
Comoros,COM,2022,0.586,6.3,1456.4988169862852,7.283790764168665,Low,Africa,1,Medium Development,Medium Suicide Rate,,,0.23270440251572327,0,0.5567115384615384,7.16423076923077
Comoros,COM,2023,0.603,6.3,1456.4988169862852,7.283790764168665,Low,Africa,1,Medium Development,Medium Suicide Rate,,,0.23870967741935484,0,0.5748,6.891
Cape Verde,CPV,2019,0.667,15.02,3738.988299914436,8.226570345770408,Lower-Middle,Africa,1,Medium Development,Very High Suicide Rate,,,0.3524590163934426,0,0.5559714285714286,6.718
Cape Verde,CPV,2020,0.649,15.02,3738.988299914436,8.226570345770408,Lower-Middle,Africa,0,Medium Development,Very High Suicide Rate,,,0.42948717948717946,0,0.55962,7.2274
Cape Verde,CPV,2022,0.661,15.06,3738.988299914436,8.226570345770408,Lower-Middle,Africa,1,Medium Development,Very High Suicide Rate,,,0.4339622641509434,0,0.5567115384615384,7.16423076923077
Cape Verde,CPV,2023,0.668,15.06,3738.988299914436,8.226570345770408,Lower-Middle,Africa,1,Medium Development,Very High Suicide Rate,,,0.41935483870967744,0,0.5748,6.891
Costa Rica,CRI,2019,0.811,8.98,12926.4479114404,9.467030717198368,Upper-Middle,America,1,Very High Development,Medium Suicide Rate,,,0.7622950819672131,1,0.7650357142857143,6.881428571428572
Costa Rica,CRI,2020,0.811,8.98,12926.4479114404,9.467030717198368,Upper-Middle,America,0,Very High Development,Medium Suicide Rate,,,0.8012820512820513,1,0.7478387096774194,6.880967741935484
Costa Rica,CRI,2022,0.806,9.85,12926.4479114404,9.467030717198368,Upper-Middle,America,1,Very High Development,Medium Suicide Rate,,,0.8050314465408805,1,0.7529032258064516,6.940967741935483
Costa Rica,CRI,2023,0.833,9.85,12926.4479114404,9.467030717198368,Upper-Middle,America,1,Very High Development,Medium Suicide Rate,,,0.8,1,0.7696774193548387,6.940967741935483
Cuba,CUB,2019,0.766,15.86,7685.769260722713,8.947125749951118,Upper-Middle,America,1,High Development,Very High Suicide Rate,,,0.639344262295082,1,0.7650357142857143,6.881428571428572
Cuba,CUB,2020,0.759,15.86,7685.769260722713,8.947125749951118,Upper-Middle,America,0,High Development,Very High Suicide Rate,,,0.6794871794871795,1,0.7478387096774194,6.880967741935484
Cuba,CUB,2022,0.764,15.83,7685.769260722713,8.947125749951118,Upper-Middle,America,1,High Development,Very High Suicide Rate,,,0.6855345911949685,1,0.7529032258064516,6.940967741935483
Cuba,CUB,2023,0.762,15.83,7685.769260722713,8.947125749951118,Upper-Middle,America,1,High Development,Very High Suicide Rate,,,0.6774193548387096,1,0.7696774193548387,6.940967741935483
Cyprus,CYP,2019,0.901,4.01,29123.884765625,10.279313898825858,High,Asia,1,Very High Development,Low Suicide Rate,,,0.9590163934426229,0,0.736551724137931,6.4351724137931035
Cyprus,CYP,2020,0.9,4.01,29123.884765625,10.279313898825858,High,Asia,0,Very High Development,Low Suicide Rate,,,0.967948717948718,0,0.7196097560975611,6.323170731707317
Cyprus,CYP,2022,0.907,4.04,29123.884765625,10.279313898825858,High,Asia,1,Very High Development,Low Suicide Rate,,,0.9685534591194969,0,0.7232857142857143,6.243333333333332
Cyprus,CYP,2023,0.913,4.04,29123.884765625,10.279313898825858,High,Asia,1,Very High Development,Low Suicide Rate,,,0.967741935483871,0,0.7436499999999999,6.434
Djibouti,DJI,2020,0.512,5.62,2809.2923505689114,7.940687898074899,Lower-Middle,Africa,0,Low Development,Medium Suicide Rate,,,0.34615384615384615,0,0.55962,7.2274
Djibouti,DJI,2022,0.515,5.63,2809.2923505689114,7.940687898074899,Lower-Middle,Africa,1,Low Development,Medium Suicide Rate,,,0.3522012578616352,0,0.5567115384615384,7.16423076923077
Djibouti,DJI,2023,0.513,5.63,2809.2923505689114,7.940687898074899,Lower-Middle,Africa,1,Low Development,Medium Suicide Rate,,,0.3548387096774194,0,0.5748,6.891
Dominica,DMA,2019,0.745,4.18,8103.573165276459,9.00006037490624,Upper-Middle,America,2,High Development,Low Suicide Rate,,,0.6557377049180327,0,0.7650357142857143,6.881428571428572
Dominica,DMA,2020,0.738,4.18,8103.573165276459,9.00006037490624,Upper-Middle,America,1,High Development,Low Suicide Rate,,,0.6987179487179487,0,0.7478387096774194,6.880967741935484
Dominica,DMA,2022,0.74,4.23,8103.573165276459,9.00006037490624,Upper-Middle,America,2,High Development,Low Suicide Rate,,,0.7044025157232704,0,0.7529032258064516,6.940967741935483
Dominica,DMA,2023,0.761,4.23,8103.573165276459,9.00006037490624,Upper-Middle,America,2,High Development,Low Suicide Rate,,,0.6967741935483871,0,0.7696774193548387,6.940967741935483
Dominican Republic,DOM,2020,0.76,5.41,8074.933354914012,8.996519894795377,Upper-Middle,America,0,High Development,Medium Suicide Rate,,,0.6923076923076923,0,0.7478387096774194,6.880967741935484
Dominican Republic,DOM,2022,0.766,5.39,8074.933354914012,8.996519894795377,Upper-Middle,America,1,High Development,Medium Suicide Rate,,,0.6981132075471698,0,0.7529032258064516,6.940967741935483
Dominican Republic,DOM,2023,0.776,5.39,8074.933354914012,8.996519894795377,Upper-Middle,America,1,High Development,Medium Suicide Rate,,,0.6903225806451613,0,0.7696774193548387,6.940967741935483
Algeria,DZA,2019,0.742,2.76,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,1,High Development,Low Suicide Rate,,,0.45081967213114754,0,0.5559714285714286,6.718
Algeria,DZA,2020,0.73,2.76,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,0,High Development,Low Suicide Rate,,,0.5128205128205128,0,0.55962,7.2274
Algeria,DZA,2021,0.74,2.76,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,0,High Development,Low Suicide Rate,,,0.8571428571428571,0,0.653,3.8000000000000003
Algeria,DZA,2022,0.745,2.76,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,1,High Development,Low Suicide Rate,,,0.5157232704402516,0,0.5567115384615384,7.16423076923077
Algeria,DZA,2023,0.763,2.76,4550.9133539963495,8.423083228942046,Lower-Middle,Africa,1,High Development,Low Suicide Rate,,,0.5032258064516129,0,0.5748,6.891
Ecuador,ECU,2019,0.758,8.4,5862.552813536836,8.676340421419601,Lower-Middle,America,1,High Development,Medium Suicide Rate,,,0.5409836065573771,1,0.7650357142857143,6.881428571428572
